time_diff_sec,marker_index,x,y,z
0.0,0,0.6022692918777466,0.004220860078930855,0.07618598639965057
0.5982706546783447,0,0.6025381088256836,0.00417706836014986,0.07604129612445831
0.6979577541351318,0,0.6036115884780884,0.004507585894316435,0.07587399333715439
0.8308656215667725,0,0.603267252445221,0.004036188591271639,0.07573828101158142
1.0654292106628418,0,0.6023170351982117,0.003941904287785292,0.07594066113233566
1.1995172500610352,0,0.6022310256958008,0.004228697624057531,0.07617472857236862
1.3001084327697754,0,0.6026083827018738,0.00418965145945549,0.07601480185985565
1.4678077697753906,0,0.6024506092071533,0.003909536637365818,0.07589641958475113
1.6020100116729736,0,0.6022053360939026,0.004275496583431959,0.07612575590610504
1.7362499237060547,0,0.6035259962081909,0.004435940645635128,0.07586614042520523
1.870331048965454,0,0.6031919717788696,0.0043694148771464825,0.0759192407131195
2.1033918857574463,0,0.6029253602027893,0.0043510934337973595,0.07597178965806961
2.236560344696045,0,0.6024069786071777,0.003944842144846916,0.07588451355695724
2.4695897102355957,0,0.6023058891296387,0.004126270301640034,0.07599907368421555
2.835737943649292,0,0.6020500063896179,0.004114360082894564,0.07606199383735657
3.069286823272705,0,0.6021616458892822,0.00430441414937377,0.07613176852464676
3.436446189880371,0,0.6004398465156555,0.004067785572260618,0.07644296437501907
3.569960355758667,0,0.6023802161216736,0.004059965256601572,0.07584978640079498
4.003782033920288,0,0.5972633361816406,0.003940763417631388,0.07695706188678741
4.1037657260894775,0,0.5973278284072876,0.003935177810490131,0.07695382833480835
4.470350742340088,0,0.6019886136054993,0.004054971970617771,0.07591505348682404
4.6036460399627686,0,0.5998679399490356,0.0038748944643884897,0.0763520747423172
4.736937046051025,0,0.5979013442993164,0.003924736753106117,0.07678359001874924
5.610533237457275,0,0.6015586853027344,0.0040685441344976425,0.07618189603090286
5.84673547744751,0,0.5998933911323547,0.003967420198023319,0.0771593526005745
5.914239883422852,0,0.5998228192329407,0.003944898024201393,0.0770375058054924
6.0489044189453125,0,0.6000646352767944,0.0039655184373259544,0.0770752876996994
6.181872129440308,0,0.6000040173530579,0.003954984713345766,0.07697001844644547
6.281588077545166,0,0.600975751876831,0.0039777373895049095,0.07663371413946152
6.7800376415252686,0,0.6227892637252808,0.010490541346371174,0.09099119156599045
10.274322271347046,0,1.227224349975586,0.01684010960161686,0.11047974973917007
10.374118566513062,0,1.2275830507278442,0.016949856653809547,0.11042918264865875
10.507169723510742,0,1.2277143001556396,0.017023175954818726,0.11041896045207977
10.606949806213379,0,1.228106141090393,0.017259597778320312,0.11047286540269852
10.706722974777222,0,1.227936863899231,0.01807207614183426,0.11044293642044067
10.839743375778198,0,1.2276220321655273,0.01802241988480091,0.11027859896421432
12.10361933708191,0,1.2163585424423218,0.021532375365495682,0.11081444472074509
12.236755847930908,0,1.2162666320800781,0.0215163491666317,0.11074719578027725
12.369836807250977,0,1.216160535812378,0.020936990156769753,0.10988420248031616
12.469640254974365,0,1.2159695625305176,0.020997894927859306,0.11004423350095749
12.602701902389526,0,1.2154971361160278,0.021053137257695198,0.11016693711280823
12.73575234413147,0,1.215440034866333,0.021100658923387527,0.11030270904302597
12.835533142089844,0,1.2151966094970703,0.021160706877708435,0.11036685109138489
12.96856427192688,0,1.214926838874817,0.021185260266065598,0.11043395102024078
13.101584434509277,0,1.2148770093917847,0.021190626546740532,0.1105126366019249
13.201310634613037,0,1.2146073579788208,0.02124476432800293,0.11057616025209427
13.300960779190063,0,1.2147181034088135,0.021259181201457977,0.11068060249090195
13.43381381034851,0,1.2149624824523926,0.021272549405694008,0.11074264347553253
13.533443450927734,0,1.2150241136550903,0.0213403832167387,0.11077149212360382
13.633064031600952,0,1.2151049375534058,0.021362939849495888,0.11074019968509674
13.765877962112427,0,1.2147434949874878,0.02142222411930561,0.11074800044298172
13.865478277206421,0,1.2150064706802368,0.021438954398036003,0.11077651381492615
14.995239496231079,0,1.2733416557312012,0.054670076817274094,0.11283393949270248
21.600286722183228,0,1.8014146089553833,0.03625967726111412,0.14421334862709045
21.66733980178833,0,1.802935242652893,0.03640148043632507,0.144414022564888
21.767937183380127,0,1.804818868637085,0.03654034808278084,0.144650399684906
21.83501362800598,0,1.8059213161468506,0.0366944894194603,0.1448291689157486
21.935646057128906,0,1.8068418502807617,0.036724258214235306,0.14492829144001007
22.002746105194092,0,1.8083134889602661,0.036742810159921646,0.14509660005569458
22.06985569000244,0,1.8089275360107422,0.036773111671209335,0.14519013464450836
22.136974573135376,0,1.80911123752594,0.036667387932538986,0.14518459141254425
22.237670421600342,0,1.8092761039733887,0.0366210862994194,0.14519590139389038
22.30481266975403,0,1.8095245361328125,0.03644406422972679,0.1451854556798935
